Title,Section,Subsection,Content
Olympic_Games,Modern Games,Cost of the Games,"The Oxford Olympics Study 2016 found that, since 1960, sports-related costs for the Summer Games were on average US$5.2 billion and for the Winter Games $3.1 billion. These figures do not include wider infrastructure costs like roads, urban rail, and airports, which often cost as much or more than the sports-related costs. The most expensive Summer Games were Beijing 2008 at US$40‍–‍44 billion, and the most expensive Winter Games were Sochi 2014 at US$51 billion. As of 2016, costs per athlete were, on average, US$599,000 for the Summer Games and $1.3 million for the Winter Games; for London 2012, the cost per athlete was $1.4 million, and the figure was $7.9 million for Sochi 2014.
Where ambitious construction for the 1976 Summer Games in Montreal and the 1980 Summer Games in Moscow had burdened organisers with expenses greatly in excess of revenues, Los Angeles strictly controlled expenses for the 1984 Summer Games by using existing facilities and only two new that were paid for by corporate sponsors. The organising committee, led by Peter Ueberroth, used some of the profits to endow the LA84 Foundation to promote youth sports in Southern California, educate coaches and maintain a sports library. The 1984 Summer Olympics are often considered until that date, the most financially successful modern Olympics and a model for future Games.
Budget overruns are common for the Games. Average overrun for Games since 1960 is 156% in real terms, which means that actual costs turned out to be on average 2.56 times the budget that was estimated at the time of winning the bid to host the Games. Montreal 1976 had the highest cost overrun for Summer Games, and for any Games, at 720%; Lake Placid 1980 had the highest cost overrun for Winter Games, at 324%. London 2012 had a cost overrun of 76%, Sochi 2014 of 289%.
It has been documented that cost and cost overrun for the Games follow a power-law distribution, meaning that the Games are prone to large cost overruns, and it is only a matter of time before an overrun occurs that exceeds the largest to date. In short, hosting the Games carries extreme economical and financial risks.
The final cost for the Tokyo 2020 Olympics was reported to be JPY 1,423.8 billion (US$13 billion). This was achieved by balancing revenues and expenditures through various efforts to increase revenue and continuously review expenditures. The primary sources of revenue included the International Olympic Committee (IOC) contribution of JPY 86.8 billion (US$0.8 billion), TOP sponsorship of JPY 56.9 billion (US$0.5 billion), local sponsorship of JPY 376.1 billion (US$3.4 billion), an insurance payout of JPY 50 billion (US$0.5 billion) for the postponement of the Games, and other sources including licensing. The expenditures included JPY 195.5 billion (US$1.8 billion) for venue-related costs and JPY 444.9 billion (US$4 billion) for service expenditures. The total cost also accounted for COVID-19 countermeasures amounting to JPY 35.3 billion (US$0.3 billion). Despite initial estimates, the total costs were reduced by JPY 220.2 billion (US$2 billion) from the budget announced in December 2020, and JPY 29.2 billion (US$0.3 billion) from the estimated budget in December 2021. This successful financial management resulted in a balanced budget for the Tokyo 2020 Games."
Olympic_Games,Modern Games,Economic and social impact on host cities and countries,"Seeking a scholarly institution to independently research the Games, Bob Barney led efforts to establish the International Centre for Olympic Studies in 1989, endeavouring to write about sociocultural impacts of the Olympic Games. He felt that the Olympics ""is worthy of study because it is one of the biggest meetings in a global context and has many political, economic, and other problems associated with it"". He began Olympika in 1992, the first peer-reviewed academic journal focused on the Olympic Games. Founded in 1991, the International Society of Olympic Historians publishes the Journal of Olympic History.
Some economists are sceptical about the economic benefits of hosting the Olympic Games, emphasising that such ""mega-events"" often have large costs while yielding relatively few tangible benefits in the long run. Hosting (or even bidding for) the Olympics appears to increase the host country's exports, as the host or candidate country sends a signal about trade openness when bidding to host the Games. Research suggests that hosting the Summer Olympics has a positive effect on the philanthropic contributions of corporations headquartered in the host city, which seems to benefit the local nonprofit sector. This effect begins in the years leading up to the Games and might persist for several years afterwards, though it is not permanent.
The Games have had significant negative effects on host communities; for example, the Centre on Housing Rights and Evictions reports that the Olympics displaced more than two million people over two decades, often disproportionately affecting disadvantaged groups. The 2014 Winter Olympics in Sochi were the most expensive Olympic Games in history, costing in excess of US$50 billion. According to a report by the European Bank for Reconstruction and Development released at the time of the Games, the cost would not boost Russia's national economy but could attract business to Sochi and the southern Krasnodar region of Russia as a result of improved services. By December 2014, eight months after the Games, The Guardian stated that Sochi ""now feels like a ghost town"", citing the spread-out nature of the stadiums and arenas and the still-unfinished infrastructure. At least four cities withdrew their bids for the 2022 Winter Olympics, citing the high costs or lack of local support, resulting in only a two-city race between Almaty, Kazakhstan, and Beijing, China (which hosted the 2008 Summer Olympics). The Guardian stated that the biggest threat to the future of the Olympics is that few cities or countries want to host them. Bidding for the 2024 Summer Olympics became a two-city race between Paris and Los Angeles, so the IOC took the unusual step of simultaneously awarding both the 2024 Games to Paris and the 2028 Games to Los Angeles. Both of the bids were praised for their high-tech plans and innovative ways of using a record-breaking number of existing and temporary facilities."
Olympic_Games,International Olympic Committee,,"The Olympic Movement encompasses a large number of national and international sporting organisations and federations, recognised media partners, as well as athletes, officials, judges, and every other person and institution that agrees to abide by the rules of the Olympic Charter. As the umbrella organisation of the Olympic Movement, the International Olympic Committee (IOC) is responsible for selecting the host city, overseeing the planning of the Olympic Games, updating and approving the Olympic sports programme, and negotiating sponsorship and broadcasting rights.
The Olympic Movement is made of three main elements:
International Federations (IFs) are the governing bodies that supervise a sport at an international level. For example, the International Federation of Association Football (FIFA) is the international governing body for association football, and the Fédération Internationale de Volleyball is the international governing body for volleyball. There are currently 35 IFs in the Olympic Movement, representing each of the Olympic sports.
National Olympic Committees (NOCs) represent and regulate the Olympic Movement within each country. For example, the Russian Olympic Committee (ROC) is the NOC of the Russian Federation. There are currently 206 NOCs recognised by the IOC.
Organising Committees for the Olympic Games (OCOGs) are temporary committees responsible for the organisation of each Olympic Games. OCOGs are dissolved after each Games once the final report is delivered to the IOC.
French and English are the official languages of the Olympic Movement. The other language used at each Olympic Games is the language of the host country (or languages, if a country has more than one official language apart from French or English). Every proclamation (such as the announcement of each country during the parade of nations in the opening ceremony) is spoken in these three (or more) languages, or the main two depending on whether the host country is an English or French speaking country. These languages were spoken in the traditional order: French is always spoken first, followed by English, and then the dominant language of the host nation (when this is not English or French).
In March 2025, Kirsty Coventry made history by becoming the first woman and the first African to be elected as President of the IOC. Coventry embodies high aspirations, envisioning a future where the Olympics serve as a symbol of global unity, weaving together diverse cultures and nations through athletic excellence. Coventry's leadership is set to ensure that every nation has an equal chance to shine on the Olympic stage, separating sports from politics. Coventry's plans align with the IOC's broader efforts to strengthen global partnerships, particularly with BRICS nations, while reinforcing its role as a global unifier, promoting peace and development through sports."
Olympic_Games,International Olympic Committee,Allegations of bribery and corruption,"The IOC has often been accused of being an intractable organisation, with several life members on the committee. The presidential terms of Avery Brundage and Juan Antonio Samaranch were especially controversial. Brundage fought strongly for amateurism and against the commercialisation of the Olympic Games, even as these attitudes came to be seen as incongruous with the realities of modern sports. The advent of state-sponsored athletes from the Eastern Bloc countries further eroded the ideology of the pure amateur, as it placed self-financed amateurs of Western countries at a disadvantage. Brundage was accused of antisemitism and of racism in resisting the exclusion of South Africa. Under the Samaranch presidency, the office was accused of both nepotism and corruption. Samaranch's ties with the Franco regime in Spain were also a source of criticism.
In 1998, it was reported that several IOC members had taken gifts from members of the Salt Lake City bid committee for the hosting of the 2002 Winter Olympics. There were soon four independent investigations underway: by the IOC, the United States Olympic Committee (USOC), the Salt Lake Organizing Committee (SLOC), and the United States Department of Justice (DOJ). Although nothing strictly illegal had occurred, it was felt that the acceptance of the gifts was morally dubious. As a result of the investigation, ten members of the IOC were expelled and a further ten sanctioned. Stricter rules were adopted for future bids, and caps were introduced to define how much IOC members could accept from bid cities. Additionally, new term and age limits were put into place for IOC membership, and fifteen former Olympic athletes were added to the committee. Nevertheless, from sporting and business standpoints, the 2002 Olympics were one of the most successful Winter Games in history; records were set in both the broadcasting and marketing programs. Over two billion viewers watched more than 13 billion viewer-hours. The 2002 Games were also a financial success, raising more money with fewer sponsors than any prior Olympic Games, leaving SLOC with a surplus of $40 million. This excess revenue was used to create the Utah Athletic Foundation (also known as the Utah Olympic Legacy Foundation), which maintains and operates many of the surviving Olympic venues.
It was reported in 1999 that the Nagano Olympic bid committee had spent approximately $14 million on entertaining the 62 IOC members and many of their associates. The precise figures are unknown since Nagano destroyed the financial records after the IOC requested that the entertainment expenditures should not be made public.
In July 2000, when the Los Angeles Times reported on the tangled nature of how the IOC redistributes profits from sponsorships and broadcasting rights, Olympic historian Bob Barney stated that he had ""yet to see matters of corruption in the IOC"" but noted that there were ""matters of unaccountability"". He later noted that when the spotlight is on the athletes, it has ""the power to eclipse impressions of scandal or corruption"", with respect to the Olympic bid process.
In August 2004, a BBC documentary, Panorama: Buying the Games, reported the results of an investigation into bribes allegedly used in the bidding process for the 2012 Summer Olympics. The documentary claimed that it was possible to bribe IOC members into voting for a particular candidate city. After being narrowly defeated in their bid for the 2012 Games, Parisian mayor Bertrand Delanoë specifically accused the British prime minister Tony Blair and the London bid committee, headed by former Olympic champion Sebastian Coe, of breaking the bid rules. He cited French president Jacques Chirac as a witness; Chirac gave guarded interviews concerning his involvement but the allegation was never fully explored. Turin's bid to host the 2006 Winter Olympics was also clouded by controversy; a prominent IOC member, Marc Hodler, closely connected to the rival bid of Sion, Switzerland, alleged bribery of IOC officials by members of the Turin Organising Committee. These accusations led to a wide-ranging investigation, and also served to sour many IOC members against Sion's bid which potentially helped Turin to capture the host city nomination."
Olympic_Games,Commercialisation,Under national organising committees,"The Olympic Games have been commercialised to various degrees since the inaugural 1896 Summer Olympics in Athens, when a number of companies paid for advertising, including Kodak. In 1908, Oxo, Odol mouthwash, and Indian Foot Powder became official sponsors of the London Olympic Games. Coca-Cola first sponsored the Summer Olympics in 1928, and has remained an Olympic sponsor ever since. Before the IOC took control of sponsorship, the NOCs had responsibility for negotiating their own contracts for sponsorship and use of the Olympic symbols."
Olympic_Games,Commercialisation,Under IOC control,"The IOC originally resisted funding by corporate sponsors. It was not until the retirement of IOC President Avery Brundage, in 1972, that the IOC began to explore the potential of the television medium and the lucrative advertising markets available to them. Under the leadership of Juan Antonio Samaranch, the Games began to shift toward international sponsors who sought to link their products to the Olympic brand."
Olympic_Games,Commercialisation,Budget,"During the first half of the 20th century, the IOC ran on a small budget. As president of the IOC from 1952 to 1972, Avery Brundage rejected all attempts to link the Olympics with commercial interest. He believed that the lobby of corporate interests would unduly impact the IOC's decision-making. His resistance to this revenue stream meant the IOC left organising committees to negotiate their own sponsorship contracts and use the Olympic symbols. When Brundage retired, the IOC had US$2 million in assets; eight years later the IOC coffers had swelled to US$45 million. This was primarily caused by a shift in ideology toward expansion of the Games through corporate sponsorship and the sale of television rights. When Juan Antonio Samaranch was elected IOC president in 1980, his desire was to make the IOC financially independent.
The 1984 Summer Olympics became a watershed moment in Olympic history. The Los Angeles-based organising committee, led by Peter Ueberroth, was able to generate a surplus of US$225 million—an unprecedented amount at that time. The organising committee had been able to create such a surplus in part by selling exclusive sponsorship rights to select companies. The IOC sought to gain control of these sponsorship rights. Samaranch helped to establish The Olympic Programme (TOP) in 1985, in order to create an Olympic brand. Membership in TOP was, and is, very exclusive and expensive. Fees cost US$50 million for a four-year membership. Members of TOP received exclusive global advertising rights for their product category, and use of the Olympic emblem—the five interlocking rings—in their publications and advertisements."
Olympic_Games,Commercialisation,Effect of television,"The 1936 Summer Olympics in Berlin were the first Games to be broadcast on television, though only to local audiences. The 1956 Winter Olympics in Italy were the first internationally televised Olympic Games, and the broadcasting rights for the following Winter Games in California were sold for the first time to specialised television broadcasting networks—CBS paid US$394,000 for the American rights. In the following decades, the Olympics became one of the ideological fronts of the Cold War, and the IOC wanted to take advantage of this heightened interest via the broadcast medium. The sale of broadcast rights enabled the IOC to increase the exposure of the Olympic Games, thereby generating more interest, which in turn enhanced the appeal of TV air time to the advertisers. This cycle allowed the IOC to charge ever-increasing fees for those rights. For example, CBS paid US$375 million for the American broadcast rights for the 1998 Nagano Games, while NBC spent US$3.5 billion for the American rights to air every Olympic Games from 2000 to 2012.
In 2011, NBC agreed to a $4.38 billion contract with the IOC to broadcast the Olympics through to the 2020 Games, the most expensive television rights deal in Olympic history. NBC then agreed to a $7.75 billion contract extension on 7 May 2014, to air the Olympics up to and including the 2032 Games. NBC also acquired the American television rights to the Youth Olympic Games, beginning in 2014, and the Paralympic Games. More than half of the Olympic Committee's global sponsors are American companies, and NBC is one of the major sources of revenue for the IOC.
On 13 March 2025, it was announced that Comcast would pay the IOC $3 billion to air the Olympics through 2036, and that Comcast would transition its role in the Games from Rights Holder to Strategic Partner, furthering their partnership. The announcement comes after the 2024 Paris Olympics received strong ratings for NBC and a boost in subscribers for Peacock. This deal gives NBC the rights to air the 2026 Milano-Cortina Winter Olympics, the 2028 Los Angeles Olympics, the 2030 French Alps Winter Olympics, the 2032 Brisbane Olympics, the 2034 Salt Lake City-Utah Winter Olympics and the 2036 Olympic Games, with the latter marking the 100th anniversary of the first televised Games held in Berlin.
Viewership increased exponentially from the 1960s until the end of the 20th century. This was due to the advent of satellites for broadcasting live television worldwide starting in 1964, and the introduction of colour television in 1968. The global audience for the 1968 Mexico City Games was estimated to be 600 million, whereas the audience numbers at the Los Angeles Games of 1984 had increased to 900 million; this number had swelled to 3.5 billion by the 1992 Summer Olympics in Barcelona. With such high costs charged to broadcast the Games, the added pressure of the internet, and increased competition from cable, the television lobby demanded concessions from the IOC to boost ratings. The IOC responded by making a number of changes to the Olympic programme; at the Summer Games, the gymnastics competition was expanded from seven to nine nights, and a Champions Gala was added to attract greater interest; the events programmes were also expanded for swimming and diving, both popular sports with a broad base of television viewers. Due to the substantial fees paid by NBC for rights to the Olympics, the IOC has allowed the network to influence the event scheduling to maximise U.S. television ratings when possible. Notable examples of maximising U.S. television viewership include scheduling the finals of the swimming events only during the mornings of the host cities Beijing (during the 2008 Summer Olympics) and Tokyo (during the 2020 Summer Olympics), which coincide with the evening prime time broadcast slots of the United States."
Olympic_Games,Commercialisation,Olympic marketing,"The funds from licensing programs support everything that goes into the Games, alongside other revenue streams from ticket sales and broadcasting rights, which represent more than 60 percent.
The sale of the Olympic brand has been controversial. The argument is that the Games have become indistinguishable from any other commercialised sporting spectacle. Another criticism is that the Games are funded by host cities and national governments; the IOC incurs none of the cost, yet controls all the rights and profits from the Olympic symbols. The IOC also takes a percentage of all sponsorship and broadcast income. Host cities continue to compete ardently for the right to host the Games, even though there is no certainty that they will earn back their investments. Research has shown that trade is around 30 percent higher for countries that have hosted the Olympics."
Olympic_Games,Symbols,,"The Olympic Movement uses symbols to represent the ideals embodied in the Olympic Charter. The main emblem of the Games is the  Olympic rings—five intertwined rings symbolising the unity of the five inhabited continents (Africa, the Americas (considered as one continent), Asia, Europe, and Oceania). The coloured version of the rings—blue, yellow, black, green, and red—over a white field forms the Olympic flag. These colours were chosen because every nation had at least one of them on its national flag. The flag was adopted in 1914 but flown for the first time only at the 1920 Summer Olympics in Antwerp, Belgium. It has since been hoisted during each celebration of the Games. The IOC maintains exclusive ownership and control of the use of Olympic symbols through the Nairobi Treaty on the Protection of the Olympic Symbol.
The Olympic motto, Citius, Altius, Fortius, a Latin expression meaning ""Faster, Higher, Stronger"" was proposed by Pierre de Coubertin in 1894 and has been official since 1924. The motto was coined by Coubertin's friend, the Dominican priest Henri Didon OP, for a Paris youth gathering of 1891.
Coubertin's Olympic ideals are expressed in the Olympic creed:
The most important thing in the Olympic Games is not to win but to take part, just as the most important thing in life is not the triumph but the struggle. The essential thing is not to have conquered but to have fought well.
Months before each Games, the Olympic flame is lit at the Temple of Hera in Olympia in a ceremony that reflects ancient Greek rituals. A female performer, acting as a priestess joined by ten female performers as Vestal Virgins, ignites a torch by placing it inside a parabolic mirror which focuses the sun's rays; she then lights the torch of the first relay bearer (who also is a Greek athlete), thus initiating the Olympic torch relay that will carry the flame to the host city's Olympic stadium, where it plays an important role in the opening ceremony. Though the flame has been an Olympic symbol since 1928, the torch relay was only introduced at the 1936 Summer Games to promote the Third Reich.
The Olympic mascot, an animal, a human or an anthropomorphic figure representing the cultural heritage of the host country, was introduced in 1968. It has played an important part of the identity and promotion of the Games since the 1980 Summer Olympics, when the Soviet bear cub Misha reached international stardom. The mascot of the Summer Olympics in London was named Wenlock after the town of Much Wenlock in Shropshire. Much Wenlock still hosts the Wenlock Olympian Games, which were an inspiration to Pierre de Coubertin for the Olympic Games. The mascot for the Paris 2024 Olympic Games is an anthropomorphic Phrygian cap based on the one Marianne wore at the time of the French Revolution."
Olympic_Games,Ceremonies,Opening ceremony,"As mandated by the Olympic Charter, various elements frame the opening ceremony of the Olympic Games. This ceremony takes place on a Friday and is held prior to the commencement of the sporting events (apart from some group-stage football matches, softball games, and rowing heats). Most of the rituals for the opening ceremony were established at the 1920 Summer Olympics in Antwerp. The ceremony typically starts with the entrance of the president of the International Olympic Committee and a representative of the host country followed by the hoisting of the host country's flag and a performance of its national anthem. The host nation then presents artistic displays of music, singing, dance, and theatre representative of its culture. The artistic presentations have grown in scale and complexity as successive hosts attempt to provide a ceremony that outlasts its predecessor's in terms of memorability. The opening ceremony of the Beijing Games reportedly cost $100 million, with much of the cost incurred in the artistic segment.
After the artistic portion of the ceremony, the athletes parade into the stadium grouped by nation. Greece is traditionally the first nation to enter and leads the parade in order to honour the origins of the Olympics. Nations then enter the stadium alphabetically according to the host country's chosen language, with the host country's athletes being the last to enter. During the 2004 Summer Olympics, which was hosted in Athens, the Greek flag entered the stadium first, while the Greek delegation entered last. Beginning with the 2020 Summer Olympics, the succeeding hosts of the respective Olympic Games (summer or winter) will enter immediately before the current host in descending order. Speeches are given by the President of the Organising Committee, the IOC president, and the head of state/representative of the host country, formally opening the Games. Finally, the Olympic torch is brought into the stadium and passed on until it reaches the final torch carrier, often a successful Olympic athlete from the host nation, who lights the Olympic flame in the stadium's cauldron."
Olympic_Games,Ceremonies,Closing ceremony,"The closing ceremony of the Olympic Games takes place on a Sunday and after all sporting events have concluded. Flag-bearers from each participating country enter the stadium, followed by the athletes who enter together, without any national distinction. Three national flags are hoisted while the corresponding national anthems are played: the flag of the current host country; the flag of Greece, to honour the birthplace of the Olympic Games; and the flag of the country hosting the next Summer or Winter Olympic Games. The president of the organising committee and the IOC president make their closing speeches, the Games are officially closed, and the Olympic flame is extinguished. In what is known as the Antwerp Ceremony, the current mayor of the city that organised the Games transfers a special Olympic flag to the president of the IOC, who then passes it on to the current mayor of the city hosting the next Olympic Games. The next host nation then also briefly introduces itself with artistic displays of dance and theatre representative of its culture.
As is customary, the last medal presentation of the Games is held as part of the closing ceremony. Typically, the marathon medals are presented at the Summer Olympics, while the cross-country skiing mass start medals are awarded at the Winter Olympics."
Olympic_Games,Ceremonies,Medal presentation,"A medal ceremony is held after the conclusion of each Olympic event. The winner, and the second- and third-place competitors or teams, stand on top of a three-tiered rostrum to be awarded their respective medals by a member of the IOC. After the medals have been received, the national flags of the three medallists are raised while the national anthem of the gold medallist's country is played. Volunteering citizens of the host country also act as hosts during the medal ceremonies, assisting the officials who present the medals and acting as flag-bearers. In the Summer Olympics, each medal ceremony is held at the venue where the event has taken place, but the ceremonies at the Winter Olympics are usually held in a special ""plaza"".
The practice of awarding Olympic medals at podium ceremonies was established at the 1932 Winter Olympics, based on pedestals used at the 1930 British Empire Games, as proposed by Melville Marks Robinson."
Olympic_Games,Sports,,"The Olympic Games programme consists of 35 sports, 30 disciplines and 408 events. For example, wrestling is a Summer Olympic sport, comprising two disciplines: Greco-Roman and Freestyle. It is further broken down into fourteen events for men and four events for women, each representing a different weight class. The Summer Olympics programme includes 26 sports, while the Winter Olympics programme features 15 sports. Athletics, swimming, fencing, and artistic gymnastics are the only summer sports that have never been absent from the Olympic programme. Cross-country skiing, figure skating, ice hockey, Nordic combined, ski jumping, and speed skating have been featured at every Winter Olympics programme since its inception in 1924. Current Olympic sports, like badminton, basketball, and volleyball, first appeared on the programme as demonstration sports and were later promoted to full Olympic sports. Some sports that were featured in earlier Games were later dropped from the programme.
Olympic sports are governed by international sports federations (IFs) recognised by the IOC as the global supervisors of those sports. There are 35 federations represented at the IOC. There are sports recognised by the IOC that are not included in the Olympic programme. These sports are not considered Olympic sports, but they can be promoted to this status during a programme revision that occurs in the first IOC session following a celebration of the Olympic Games. During such revisions, sports can be excluded or included in the programme on the basis of a two-thirds majority vote of the members of the IOC. There are recognised sports that have never been on an Olympic programme in any capacity, for example, orienteering.
In October and November 2004, the IOC established an Olympic Programme Commission, tasked with reviewing the sports on the Olympic programme and all non-Olympic recognised sports. The goal was to apply a systematic approach to establishing the Olympic programme for each celebration of the Games. The commission formulated seven criteria to judge whether a sport should be included on the Olympic programme. These criteria are history and tradition of the sport, universality, popularity of the sport, image, athletes' health, development of the International Federation that governs the sport, and costs of holding the sport. From this study five recognised sports emerged as candidates for inclusion at the 2012 Summer Olympics: golf, karate, rugby sevens, roller sports and squash. These sports were reviewed by the IOC Executive Board and then referred to the General Session in Singapore in July 2005. Of the five sports recommended for inclusion only two were selected as finalists: karate and squash. Neither sport attained the required two-thirds vote and consequently they were not promoted to the Olympic programme. In October 2009 the IOC voted to instate golf and rugby sevens as Olympic sports for the 2016 and 2020 Summer Olympic Games.
The 114th IOC Session, in 2002, limited the Summer Games programme to a maximum of 28 sports, 301 events, and 10,500 athletes. Three years later, at the 117th IOC Session, the first major programme revision was performed, resulting in the exclusion of baseball and softball from the official programme of the 2012 London Games. Since there was no agreement in the promotion of two other sports, the 2012 programme featured just 26 sports. The 2016 and 2020 Games returned to the maximum of 28 sports given the addition of rugby and golf."
Olympic_Games,Sports,Amateurism and professionalism,"The ethos of the aristocracy as exemplified in the English public school greatly influenced Pierre de Coubertin. The public schools subscribed to the belief that sport formed an important part of education, an attitude summed up in the saying mens sana in corpore sano, a healthy mind in a healthy body. In this ethos, a gentleman was one who became an all-rounder, not the best at one specific thing. There was also a prevailing concept of fairness, in which practising or training was considered tantamount to cheating. Those who practised a sport professionally were considered to have an unfair advantage over those who practised it merely as a hobby.
The exclusion of professionals caused several controversies throughout the history of the modern Olympics. The 1912 Olympic pentathlon and decathlon champion Jim Thorpe was stripped of his medals when it was discovered that he had played semi-professional baseball before the Olympics. His medals were posthumously restored by the IOC in 1983 after a ruling found that the decision to strip him of his medals fell outside of the 30-day period. Swiss and Austrian skiers boycotted the 1936 Winter Olympics in support of their skiing teachers, who were not allowed to compete because they earned money with their sport and were thus considered professionals.
The advent of the state-sponsored ""full-time amateur athlete"" of the Eastern Bloc countries eroded the ideology of the pure amateur, as it put the self-financed amateurs of the Western countries at a disadvantage. The Soviet Union entered teams of athletes who were all nominally students, soldiers, or working in a profession, but in reality they were all paid by the state to train on a full-time basis. The situation greatly disadvantaged American and Western European athletes, and this was a significant factor in the decline of American medal hauls in the 1970s and 1980s. As a result, the Olympics shifted away from amateurism, as envisioned by Pierre de Coubertin, to allowing participation of professional athletes, but only in the 1990s, after the collapse of the Soviet Union and its influence within the IOC.
==== Team Canada ice hockey dispute ====
Near the end of the 1960s, the Canadian Amateur Hockey Association (CAHA) felt their amateur players could no longer be competitive against the Soviet team's full-time athletes and the other constantly improving European teams. They pushed for the ability to use players from professional leagues but met opposition from the International Ice Hockey Federation (IIHF) and IOC. At the IIHF Congress in 1969, the IIHF decided to allow Canada to use nine non-NHL professional hockey players at the 1970 World Championships in Montreal and Winnipeg, Canada. The decision was reversed in January 1970 after Brundage said that ice hockey's status as an Olympic sport would be in jeopardy if the change was made. In response, Canada withdrew from international ice hockey competition and officials stated that they would not return until ""open competition"" was instituted. Günther Sabetzki became president of the IIHF in 1975 and helped to resolve the dispute with the CAHA. In 1976, the IIHF agreed to allow ""open competition"" between all players in the World Championships. However, NHL players were still not allowed to play in the Olympics until 1988, because of the IOC's amateur-only policy."
Olympic_Games,Controversies,Boycotts,"Australia, France, Greece, Switzerland and the United Kingdom are the only countries to be represented at every Olympic Games since their inception in 1896. While countries sometimes miss an Olympics due to a lack of qualified athletes, some choose to boycott a celebration of the Games for various reasons. The Olympic Council of Ireland boycotted the 1936 Berlin Games, because the IOC insisted its team needed to be restricted to the Irish Free State rather than representing the entire island of Ireland.
There were three boycotts of the 1956 Melbourne Olympics: the Netherlands, Spain, and Switzerland refused to attend because of the repression of the Hungarian uprising by the Soviet Union but did send an equestrian delegation to Stockholm; Cambodia, Egypt, Iraq, and Lebanon boycotted the Games because of the Suez Crisis; and the People's Republic of China boycotted the Games due to the participation of the Republic of China, composed of athletes coming from Taiwan.
In 1972 and 1976 a large number of African countries threatened the IOC with a boycott to force them to ban South Africa and Rhodesia, because of their segregationist rule. New Zealand was also one of the African boycott targets, because its national rugby union team had toured apartheid-ruled South Africa. The IOC conceded in the first two cases but refused to ban New Zealand on the grounds that rugby was not an Olympic sport. Fulfilling their threat, twenty African countries were joined by Guyana and Iraq in a withdrawal from the Montreal Games, after a few of their athletes had already competed.
The Republic of China (Taiwan) was excluded from the 1976 Games by order of Pierre Trudeau, the prime minister of Canada. Trudeau's action was widely condemned as having brought shame on Canada for having succumbed to political pressure to keep the Chinese delegation from competing under its name. The ROC refused a proposed compromise that would have still allowed them to use the ROC flag and anthem as long as the name was changed. Athletes from Taiwan did not participate again until 1984, when they returned under the name of Chinese Taipei and with a special flag and anthem.
In 1980 and 1984, the Cold War opponents boycotted each other's Games. The United States and sixty-five other countries boycotted the Moscow Olympics in 1980 because of the Soviet invasion of Afghanistan. This boycott reduced the number of nations participating to 80, the lowest number since 1956. The Soviet Union and 15 other nations countered by boycotting the Los Angeles Olympics of 1984. Although a boycott led by the Soviet Union depleted the field in certain sports, 140 National Olympic Committees took part, which was a record at the time. The fact that Romania, a Warsaw Pact country, opted to compete despite Soviet demands led to a warm reception of the Romanian team by the United States. When the Romanian athletes entered during the opening ceremonies, they received a standing ovation from the spectators, who comprised mostly U.S. citizens. The boycotting nations of the Eastern Bloc staged their own alternate event, the Friendship Games, in July and August.
There had been growing calls for boycotts of Chinese goods and the 2008 Olympics in Beijing in protest of China's human rights record, and in response to Tibetan disturbances. Ultimately, no nation supported a boycott. In August 2008, the government of Georgia called for a boycott of the 2014 Winter Olympics, set to be held in Sochi, Russia, in response to Russia's participation in the 2008 South Ossetia war. Continuing human rights violations in China have led to ""diplomatic boycotts"", where athletes still compete at the Games but diplomats do not attend, of the 2022 Winter Olympics in Beijing by several countries, most notably the United States."
